ID,Subject,Bangla,Arabic,Urdu,English,Pronunciation
S-08,বিভিন্ন ঋতু الْفُصُولُ Seasons,শুষ্ক,يَبُوْسَةٌ,خشکی,Dry,(ড্রাই)
ID-1,বিভিন্ন দেশ ও শহরের নাম أَسْمَاءُ الْبُلْدَانِ وَالْمُدُنِ Names of Countries and Towns,বাংলাদেশ,بَنْغَلَادِيْش,بنگلہ دیش,Bangladesh,(বাংলাদেশ)
ID-2,বিভিন্ন দেশ ও শহরের নাম أَسْمَاءُ الْبُلْدَانِ وَالْمُدُنِ Names of Countries and Towns,পাকিস্তান,بَاكِسْتَان,پاکستان,Pakistan,(পাকিস্তান)
ID-3,বিভিন্ন দেশ ও শহরের নাম أَسْمَاءُ الْبُلْدَانِ وَالْمُدُنِ Names of Countries and Towns,ইংল্যান্ড,اِنْكَلَتِرَا,انگلستان,England,(ইংল্যান্ড)
ID-4,বিভিন্ন দেশ ও শহরের নাম أَسْمَاءُ الْبُلْدَانِ وَالْمُدُنِ Names of Countries and Towns,ফ্রান্স,فَرَنْسَة,فرانس,France,(ফ্রান্স)
ID-5,বিভিন্ন দেশ ও শহরের নাম أَسْمَاءُ الْبُلْدَانِ وَالْمُدُنِ Names of Countries and Towns,ইতালি,إِطَالِيَا,اٹلی,Italy,(ইটালি)
ID-6,বিভিন্ন দেশ ও শহরের নাম أَسْمَاءُ الْبُلْدَانِ وَالْمُدُنِ Names of Countries and Towns,জার্মানি,أَلْمَانِيَة,جرمنی,Germany,(জার্মানি)
ID-7,বিভিন্ন দেশ ও শহরের নাম أَسْمَاءُ الْبُلْدَانِ وَالْمُدُنِ Names of Countries and Towns,হল্যান্ড,هُوْلَانْدَة,ہالینڈ,Holland,(হল্যান্ড)
ID-8,বিভিন্ন দেশ ও শহরের নাম أَسْمَاءُ الْبُلْدَانِ وَالْمُدُنِ Names of Countries and Towns,তুরস্ক,تُرْكِيَة,ترکی,Turkey,(তুর্কি)
ID-9,বিভিন্ন দেশ ও শহরের নাম أَسْمَاءُ الْبُلْدَانِ وَالْمُدُنِ Names of Countries and Towns,লন্ডন,لَنْدَنْ,لندن,London,(লন্ডন)
ID-10,বিভিন্ন দেশ ও শহরের নাম أَسْمَاءُ الْبُلْدَانِ وَالْمُدُنِ Names of Countries and Towns,প্যারিস,بَارِيْز,پیریس,Paris,(প্যারিস)
ID-11,বিভিন্ন দেশ ও শহরের নাম أَسْمَاءُ الْبُلْدَانِ وَالْمُدُنِ Names of Countries and Towns,মাদ্রিদ,مَدْرِيْر,مسڈرڈ,Madrid,(মাদ্রিদ)
ID-12,বিভিন্ন দেশ ও শহরের নাম أَسْمَاءُ الْبُلْدَانِ وَالْمُدُنِ Names of Countries and Towns,রোম,رُوْمَة,روم,Rome,(রোম)
ID-13,বিভিন্ন দেশ ও শহরের নাম أَسْمَاءُ الْبُلْدَانِ وَالْمُدُنِ Names of Countries and Towns,বুলগেরিয়া,بُلْغِرَاد,بلگریڈ,Bulgaria,(বুলগেরিয়া)
ID-14,বিভিন্ন দেশ ও শহরের নাম أَسْمَاءُ الْبُلْدَانِ وَالْمُدُنِ Names of Countries and Towns,বেলজিয়াম,بِلْجِيْكَه,بلجیم,Belgium,(বেলজিয়াম)
ID-15,বিভিন্ন দেশ ও শহরের নাম أَسْمَاءُ الْبُلْدَانِ وَالْمُدُنِ Names of Countries and Towns,ডেনমার্ক,دِيْنْمَرْك,ڈنمارک,Denmark,(ডেনমার্ক)
ID-16,বিভিন্ন দেশ ও শহরের নাম أَسْمَاءُ الْبُلْدَانِ وَالْمُدُنِ Names of Countries and Towns,চীন,اَلْمَشْرِقُ اَلْأَقْصى,چین,China,(চায়না)
ID-17,বিভিন্ন দেশ ও শহরের নাম أَسْمَاءُ الْبُلْدَانِ وَالْمُدُنِ Names of Countries and Towns,মরক্কো,اَلْمَغْرِبُ الْأَقْصى,مراکو,Morocco,(মরক্কো)
ID-18,বিভিন্ন দেশ ও শহরের নাম أَسْمَاءُ الْبُلْدَانِ وَالْمُدُنِ Names of Countries and Towns,ফিলিস্তিন,ازْوُسْلِيْم,بیت المقدس,Palestine,(প্যালেস্টাইন)
ID-19,বিভিন্ন দেশ ও শহরের নাম أَسْمَاءُ الْبُلْدَانِ وَالْمُدُنِ Names of Countries and Towns,রুশ,مَسْكُوْب,روس,Russia,(রাশিয়া)
KS-01,জ্ঞান-বিজ্ঞান বিষয়ক اَلْعُلُوْمُ وَالْفُنُوْنُ Knowledge and Science,অংকন শিল্প,فَنُّ الْرَسْمِ,نقشہ کشی,Arts,(আর্টস)
KS-02,জ্ঞান-বিজ্ঞান বিষয়ক اَلْعُلُوْمُ وَالْفُنُوْنُ Knowledge and Science,আইন শাস্ত্র,عِلْمُ الْحُقُوْمِ,قانون نقشہ,Law,(ল)
KS-03,জ্ঞান-বিজ্ঞান বিষয়ক اَلْعُلُوْمُ وَالْفُنُوْنُ Knowledge and Science,বিভিন্ন দেশের ছবির সমন্বয় বা মানচিত্র,مَجْمُوْعُ رُسُوْمِ الْبُلْدَانِ,ممالک مختلفہ,Map,(ম্যাপ)
KS-04,জ্ঞান-বিজ্ঞান বিষয়ক اَلْعُلُوْمُ وَالْفُنُوْنُ Knowledge and Science,পঞ্জিকা,تَقْوِيْمٌ,جنتری,Calendar,(ক্যালেন্ডার)
KS-05,জ্ঞান-বিজ্ঞান বিষয়ক اَلْعُلُوْمُ وَالْفُنُوْنُ Knowledge and Science,সাময়িকী,مَجَلَّةٌ,میگزین یعنی علمی رسالہ,Magazine,(ম্যাগাজীন)
KS-06,জ্ঞান-বিজ্ঞান বিষয়ক اَلْعُلُوْمُ وَالْفُنُوْنُ Knowledge and Science,ইঞ্জিন,الَةٌ بُخَارِيَّةٌ,انجن,Engine,(ইঞ্জিন)
KS-07,জ্ঞান-বিজ্ঞান বিষয়ক اَلْعُلُوْمُ وَالْفُنُوْنُ Knowledge and Science,রাষ্ট্রীয় ব্যবস্থাপনা,اَلْاِقْتِصَادُ السِّيَاسِيُّ,کفایت شعاری تدابیر ملکی کے متعلق,Governmental  management ,(গভার্নমেন্টাল ম্যানেজমেন্ট)
KS-08,জ্ঞান-বিজ্ঞান বিষয়ক اَلْعُلُوْمُ وَالْفُنُوْنُ Knowledge and Science,পারিবারিক ব্যবস্থাপনা,اَلْاِقْتِصَادُ الْمَنْزِلِيُّ,انتظام خانہ داری,Family management,(ফ্যামিলি ম্যানেজমেন্ট)
KS-09,জ্ঞান-বিজ্ঞান বিষয়ক اَلْعُلُوْمُ وَالْفُنُوْنُ Knowledge and Science,শিক্ষা বিভাগ,دَائِرَةُ الْعُلُوْمِ,محکمہ اشاعت علوم,Education section,(এন্ডুকেশন সেকশন)
KS-10,জ্ঞান-বিজ্ঞান বিষয়ক اَلْعُلُوْمُ وَالْفُنُوْنُ Knowledge and Science,শিক্ষা বিভাগ,دَائِرَةُ الْمَعَارِفِ,محکمہ اشاعت علوم,Education section,(এন্ডুকেশন সেকশন)
KS-11,জ্ঞান-বিজ্ঞান বিষয়ক اَلْعُلُوْمُ وَالْفُنُوْنُ Knowledge and Science,"গবেষণা, অনুসন্ধান",اِكْتِشَافٌ,تحقیقات,Thesis,(থিসিস)
KS-12,জ্ঞান-বিজ্ঞান বিষয়ক اَلْعُلُوْمُ وَالْفُنُوْنُ Knowledge and Science,মেশিন,مَاكِيْنَةٌ,مشین,Machine,(মেশিন)
MP-01,সামরিক পদ ও সংশ্লিষ্ট বিষয় الْأَلْقَابُ الْعَسْكَرِيَّةُ وَلَوَازِمُهَا Military Positions and Others,সিপাহী,"جُنْدِيٌّ، عَسْكَرِيٌّ",سپاہی,Soldier,(সোলজার)
MP-02,সামরিক পদ ও সংশ্লিষ্ট বিষয় الْأَلْقَابُ الْعَسْكَرِيَّةُ وَلَوَازِمُهَا Military Positions and Others,আর্মি সার্জেন্ট,جَاؤُسٌ,"سارجنٹ، دفعدار",Army sergeant,(আর্মি সার্জেন্ট)
MP-03,সামরিক পদ ও সংশ্লিষ্ট বিষয় الْأَلْقَابُ الْعَسْكَرِيَّةُ وَلَوَازِمُهَا Military Positions and Others,মেজর,كَبَّاشِيٌّ,میجر,Major,(মেজর)
MP-04,সামরিক পদ ও সংশ্লিষ্ট বিষয় الْأَلْقَابُ الْعَسْكَرِيَّةُ وَلَوَازِمُهَا Military Positions and Others,কমান্ডার,قُوْمَانْدَار,کمانڈر,Commander,(কমান্ডার)
MP-05,সামরিক পদ ও সংশ্লিষ্ট বিষয় الْأَلْقَابُ الْعَسْكَرِيَّةُ وَلَوَازِمُهَا Military Positions and Others,প্রতিরক্ষা সৈনিক ক্যাম্প,عَسْكَرُ الْمَدَافِعِ,توث خانہ,Army,(আর্মি)
MP-06,সামরিক পদ ও সংশ্লিষ্ট বিষয় الْأَلْقَابُ الْعَسْكَرِيَّةُ وَلَوَازِمُهَا Military Positions and Others,সেনানিবাস,مُعَسْكَرٌ,کیمپ,Army camp,( আর্মি ক্যাম্প)
MP-07,সামরিক পদ ও সংশ্লিষ্ট বিষয় الْأَلْقَابُ الْعَسْكَرِيَّةُ وَلَوَازِمُهَا Military Positions and Others,গার্ড,حَرِسٌ,گارڈ,Guard,(গার্ড)
MP-08,সামরিক পদ ও সংশ্লিষ্ট বিষয় الْأَلْقَابُ الْعَسْكَرِيَّةُ وَلَوَازِمُهَا Military Positions and Others,আইন-শৃংখলা রক্ষাকারী বাহিনী,جُنْدَارْمَةٌ,پولیس,Police,(পুলিশ)
MP-09,সামরিক পদ ও সংশ্লিষ্ট বিষয় الْأَلْقَابُ الْعَسْكَرِيَّةُ وَلَوَازِمُهَا Military Positions and Others,সেনা রসদ বিভাগ,دَائِرَةُ تَقْدِيْمِ مُرَاقَعَةِ الْعَسَاكِرِ,کمسٹریٹ محکہ رسد رسانی,Army ammunition core ,(আর্মি এমিউনিশন কোর)
MP-10,সামরিক পদ ও সংশ্লিষ্ট বিষয় الْأَلْقَابُ الْعَسْكَرِيَّةُ وَلَوَازِمُهَا Military Positions and Others,প্রধান সার্জেন্ট,جَاؤُسٌ بَاشٌ,سارجنٹ,Chief of sergeant,(চীফ অব সার্জেন্ট)
MP-11,সামরিক পদ ও সংশ্লিষ্ট বিষয় الْأَلْقَابُ الْعَسْكَرِيَّةُ وَلَوَازِمُهَا Military Positions and Others,স্বেচ্ছাসেবক,مُتَطَوِّعٌ,"والنٹیر، بخوشی فوجی خدمت انجام دینے والا",Volunteer,(ভলান্টিয়ার)
HP-01,উচ্চপদ ও সরকারি পদসমূহ الْمَنَاصِبُ الْعُلْيَا وَالْوَظَائِفُ الْحُكُومِيَّةُ Higher Positions,রোম সম্রাটের উপাধি,قَيْصَرٌ,شاہ اعظم,Kaiser,(কাইজার)
HP-02,উচ্চপদ ও সরকারি পদসমূহ الْمَنَاصِبُ الْعُلْيَا وَالْوَظَائِفُ الْحُكُومِيَّةُ Higher Positions,রোম সম্রাজ্ঞির উপাধি,قَيْصَرَةٌ,شاہ اعظم کی بیوی,Kaiserah,(কাইজারাহ)
HP-03,উচ্চপদ ও সরকারি পদসমূহ الْمَنَاصِبُ الْعُلْيَا وَالْوَظَائِفُ الْحُكُومِيَّةُ Higher Positions,গণতান্ত্রিক রাষ্ট্রপ্রধান,رَئِيْسٌ جَمْهُوْرِيَّةٌ,حکومت جمہوریہ کا صدر,President,(প্রেসিডেন্ট)
HP-04,উচ্চপদ ও সরকারি পদসমূহ الْمَنَاصِبُ الْعُلْيَا وَالْوَظَائِفُ الْحُكُومِيَّةُ Higher Positions,উপরাষ্ট্রপতি,نَائِبُ الْسُلْطَانِ,وائسرائے یا گورنر جزل,Vice president,(ভাইস প্রেসিডেন্ট)
HP-05,উচ্চপদ ও সরকারি পদসমূহ الْمَنَاصِبُ الْعُلْيَا وَالْوَظَائِفُ الْحُكُومِيَّةُ Higher Positions,প্রধানমন্ত্রী,"صَدْرُ الْأَعْظَمِ، نَاظِرُ النَّظَّارِ",وزیر اعظم,Prime minister,(প্রাইম মিনিস্টার)
HP-06,উচ্চপদ ও সরকারি পদসমূহ الْمَنَاصِبُ الْعُلْيَا وَالْوَظَائِفُ الْحُكُومِيَّةُ Higher Positions,পররাষ্ট্রমন্ত্রী,وَزِيْرُ الْخَارِجِيَّةِ,فارن سکریٹری,Foreign minister,(ফরেন মিনিস্টার)
HP-07,উচ্চপদ ও সরকারি পদসমূহ الْمَنَاصِبُ الْعُلْيَا وَالْوَظَائِفُ الْحُكُومِيَّةُ Higher Positions,পররাষ্ট্রমন্ত্রী,نَاظِرٌ خَارِجِيَّةٌ,وزیر معاملات سلطنت دیگر,Foreign minister,(ফরেন মিনিস্টার)
HP-08,উচ্চপদ ও সরকারি পদসমূহ الْمَنَاصِبُ الْعُلْيَا وَالْوَظَائِفُ الْحُكُومِيَّةُ Higher Positions,স্বরাষ্ট্রমন্ত্রী,"وَزِيْرُ الدَّاخِلِيَّةِ، نَاظِرُ الدَّاخِلِيَّةِ",وزیر معاملات اندروں سلطنت,Home minister,(হোম মিনিস্টার)
HP-09,উচ্চপদ ও সরকারি পদসমূহ الْمَنَاصِبُ الْعُلْيَا وَالْوَظَائِفُ الْحُكُومِيَّةُ Higher Positions,প্রতিরক্ষামন্ত্রী,"وَزِيْرُ الْحَرْبِ، نَاظِرُ الْحَرْبِ",ناظر صیغہ جنگ,Defence minister,(ডিফেন্স মিনিস্টার)
